"","ID","First Name","Last Name","Team","Position","Price £m","TPts","B Pts","L3 Avg","% Owned","% OwnedTop 100","% OwnedTop 1000","averagePoints","GW Pts","G","SOT","BCC","Tck","A","YC","RC","PM","OG","SV","CS","GC","PPMs->","D","C","OS","PC%","I","B","FW","FM"
"","244954","Pau","Torres","Aston Villa","DEF","3.5","127","10","0","2.3","","","3.4","0","2","5","1","34","0","1","0","0","0","0","8","44","","19","3","2","87","18","15","12","19"
"","115382","Neal","Maupay","Everton","STR","2","126","2","0","0.3","","","3.7","0","8","23","7","13","4","8","0","0","0","0","0","0","","10","2","6","75","3","0","32","24"
"","221399","Jack","Harrison","Everton","MID","2.5","126","6","0","0.1","","","3.6","0","4","10","7","44","3","2","0","0","0","0","0","0","","35","21","2","72","15","5","36","23"
"","432830","Nathan","Collins","Brentford","DEF","2.5","123","20","0","0.1","","","3.5","0","2","3","5","45","1","3","0","0","0","0","7","56","","11","1","4","78","46","33","25","15"
"","441266","Ryan","Gravenberch","Liverpool","MID","3","123","11","0","0.2","","","3.2","0","4","19","4","47","2","1","0","0","0","0","0","0","","36","2","1","83","23","2","29","35"
"","80801","Idrissa","Gueye","Everton","MID","2.5","122","18","0","0.1","","","4.2","0","4","7","1","82","0","8","0","0","0","0","0","0","","13","1","0","82","32","10","35","38"
"","76357","Tom","Cairney","Fulham","MID","2","121","20","0","0.1","","","2.9","0","2","9","6","32","7","4","0","0","1","0","0","0","","31","7","0","87","15","4","35","18"
"","84182","Alphonse","Areola","West Ham United","GK","2.5","121","0","0","2.2","","","3.7","0","0","0","0","1","0","1","0","0","1","147","4","60","","1","0","0","61","1","0","3","2"
"","91651","Mateo","Kovacic","Manchester City","MID","3","121","20","0","0.3","","","2.9","0","2","6","3","52","1","5","0","0","0","0","0","0","","27","1","1","91","18","2","28","18"
"","199670","Odsonne","Édouard","Crystal Palace","STR","2","120","1","0","0.6","","","3.6","0","8","21","1","27","0","4","0","0","0","0","0","0","","19","2","10","75","6","1","23","33"
"","214285","Kostas","Tsimikas","Liverpool","DEF","3","119","17","0","0.7","","","4.8","0","0","3","2","39","4","0","0","0","0","0","8","14","","11","37","2","80","21","1","12","24"
"","67089","Martin","Dúbravka","Newcastle United","GK","2","118","0","0","0.7","","","3.9","0","0","0","0","1","0","1","0","0","0","108","7","48","","0","0","0","71","0","0","5","2"
"","179268","Marc","Cucurella","Chelsea","DEF","3.5","118","15","0","7.1","","","4.5","0","1","5","2","81","3","10","0","0","1","0","6","37","","6","7","4","86","26","13","39","27"
"","114283","Jack","Grealish","Manchester City","MID","3.5","117","28","0","3.2","","","3.7","0","3","12","8","19","4","7","0","0","0","0","0","0","","26","9","2","88","9","2","66","13"
"","180974","","Joelinton","Newcastle United","MID","3","117","14","0","1.5","","","4.3","0","3","14","7","53","4","9","0","0","0","0","0","0","","27","1","0","85","27","9","30","45"
"","204968","Ryan","Yates","Nottingham Forest","MID","2","117","10","0","0","","","2.9","0","1","9","4","71","3","8","0","0","0","0","0","0","","4","2","2","78","25","15","63","64"
"","69752","","Neto","Bournemouth","GK","2.5","116","0","0","0.7","","","3.6","0","0","0","0","0","0","5","0","0","0","115","7","55","","2","0","0","62","1","0","0","1"
"","457569","Djordje","Petrovic","Chelsea","GK","3","116","0","0","0.9","","","3.7","0","0","0","0","0","0","4","0","0","0","101","7","44","","0","0","0","79","0","0","1","0"
"","233963","Konstantinos","Mavropanos","West Ham United","DEF","2.5","115","14","0","0.1","","","3.5","0","1","4","0","38","0","2","0","0","2","0","8","40","","9","0","0","80","41","23","21","21"
"","250199","Nicolás","Domínguez","Nottingham Forest","MID","2","115","9","0","0","","","4","0","3","8","2","82","2","6","0","0","0","0","0","0","","8","4","2","84","21","6","20","32"
"","441191","Tino","Livramento","Newcastle United","DEF","3","115","29","0","2.9","","","3.3","0","1","3","3","49","1","1","0","0","0","0","4","33","","24","6","1","79","33","9","38","8"
"","451340","Kaoru","Mitoma","Brighton and Hove Albion","MID","3.5","115","14","0","0.8","","","4.4","0","3","18","8","16","8","6","0","0","0","0","0","0","","48","5","7","81","9","1","27","21"
"","477064","Rico","Lewis","Manchester City","DEF","3","115","13","0","0.6","","","4.4","0","2","5","6","19","4","1","0","0","0","0","6","17","","9","0","0","91","8","3","32","14"
"","114243","Jacob","Murphy","Newcastle United","MID","2.5","115","5","0","0.5","","","4.1","0","3","12","10","27","9","1","0","0","0","0","0","0","","14","20","4","72","5","1","21","10"
"","75115","Callum","Wilson","Newcastle United","STR","3.5","114","0","0","1.1","","","4.4","0","10","25","3","5","1","4","0","0","0","0","0","0","","14","0","5","65","2","0","21","22"
"","95658","Harry","Maguire","Manchester United","DEF","3","114","7","0","0.2","","","3.7","0","4","8","2","31","5","5","0","0","0","0","6","43","","2","1","6","79","33","32","11","31"
"","54469","Adam","Smith","Bournemouth","DEF","2","113","9","0","0.2","","","3.6","0","0","0","2","40","4","6","0","0","0","0","9","36","","4","19","1","73","23","14","24","34"
"","243568","Billy","Gilmour","Brighton and Hove Albion","MID","2.5","113","22","0","0.2","","","2.8","0","0","6","4","35","4","8","1","0","0","0","0","0","","14","11","0","91","17","9","40","31"
"","487117","Evan","Ferguson","Brighton and Hove Albion","STR","3","113","1","0","0.1","","","3.1","0","6","21","1","18","2","2","0","0","0","0","0","0","","9","0","5","78","4","3","29","29"
"","492777","Conor","Bradley","Liverpool","DEF","3","112","10","0","2","","","4.9","0","1","5","6","56","7","4","0","0","2","0","5","19","","20","6","2","82","13","4","20","18"
"","158983","Wataru","Endo","Liverpool","MID","3","112","8","0","0.3","","","2.6","0","2","4","3","75","1","12","0","0","0","0","0","0","","15","2","1","88","35","4","36","71"
"","491279","Micky","van de Ven","Tottenham Hotspur","DEF","3.5","111","21","0","11.8","","","3.8","0","3","3","0","50","0","6","0","0","1","0","5","40","","15","0","1","94","20","18","20","15"
"","57531","Michail","Antonio","West Ham United","STR","3","110","2","0","0.7","","","3.4","0","7","17","2","16","2","8","0","0","0","0","0","0","","33","2","10","62","4","4","32","34"
"","111478","Joël","Veltman","Brighton and Hove Albion","DEF","2.5","110","14","0","0","","","3.3","0","1","3","2","62","1","6","0","0","0","0","6","34","","2","0","1","79","26","8","46","21"
"","199249","Sergio","Reguilón","Tottenham Hotspur","DEF","2.5","110","18","0","0.4","","","3.9","0","0","3","6","60","6","8","1","0","0","0","6","37","","19","28","4","73","27","6","30","18"
"","205533","Eddie","Nketiah","Arsenal","STR","2.5","109","2","0","0.3","","","3","0","6","15","3","13","5","4","0","0","0","0","0","0","","11","0","8","73","5","0","33","35"
"","249231","Keane","Lewis-Potter","Brentford","MID","2","109","4","0","0","","","3.2","0","3","25","3","22","2","1","0","0","0","0","0","0","","23","7","4","77","7","4","22","10"
"","482442","Pape","Sarr","Tottenham Hotspur","MID","2.5","109","10","0","0.2","","","3.1","0","3","14","2","35","3","9","0","0","0","0","0","0","","19","5","0","88","31","5","17","32"
"","513046","","Danilo","Nottingham Forest","MID","2","109","11","0","0.1","","","3.2","0","3","10","2","43","2","5","0","0","0","0","0","0","","19","7","2","80","37","11","13","22"
"","489639","Bart","Verbruggen","Brighton and Hove Albion","GK","3","108","0","0","1.3","","","4","0","0","0","0","1","0","3","0","0","0","82","7","33","","1","0","0","86","1","0","2","1"
"","544877","Milos","Kerkez","Bournemouth","DEF","2.5","108","9","0","0.4","","","3.3","0","0","8","4","56","3","6","1","0","1","0","7","41","","14","12","1","76","23","12","30","31"
"","231065","Ethan","Pinnock","Brentford","DEF","2","107","18","0","0.5","","","3.5","0","2","4","1","42","0","1","0","0","0","0","5","48","","7","0","0","83","45","26","11","5"
"","109646","Tosin","Adarabioyo","Chelsea","DEF","3","105","11","0","0.4","","","4.2","0","2","8","1","29","0","2","0","0","0","0","7","29","","3","0","0","76","30","16","6","11"
"","204214","Pervis","Estupiñán","Brighton and Hove Albion","DEF","3","105","17","0","0.1","","","3.9","0","3","8","6","35","4","7","0","0","1","0","4","35","","10","20","7","88","25","7","23","26"
"","440854","Jakub","Kiwior","Arsenal","DEF","3","105","3","0","0.2","","","3.5","0","1","4","1","30","3","2","0","0","1","0","8","16","","5","4","0","71","13","5","4","20"
"","214590","Aaron","Wan-Bissaka","Manchester United","DEF","3","104","26","0","1.5","","","3.5","0","0","2","2","58","3","5","0","0","0","0","4","49","","22","5","0","83","59","18","13","21"
"","223723","Takehiro","Tomiyasu","Arsenal","DEF","3","104","4","0","0.5","","","3.5","0","2","4","1","25","3","0","1","0","0","0","7","15","","7","6","1","84","20","7","10","18"
"","102057","Raúl","Jiménez","Fulham","STR","2.5","103","3","0","0.3","","","3.6","0","7","18","3","23","0","4","1","0","0","0","0","0","","13","2","13","66","5","3","24","21"
"","168991","Philip","Billing","Bournemouth","MID","2.5","103","7","0","0.2","","","3.1","0","2","9","9","41","5","4","1","0","0","0","0","0","","16","7","0","77","21","7","17","21"
"","536916","Facundo","Buonanotte","Brighton and Hove Albion","MID","2","103","3","0","0.1","","","2.9","0","4","12","3","50","1","8","0","0","0","0","0","0","","24","3","4","83","10","3","61","44"
"","87835","Matt","Doherty","Wolverhampton Wanderers","DEF","2","102","4","0","0.3","","","2.8","0","3","5","4","42","1","2","0","0","0","0","4","29","","12","3","7","74","12","7","14","17"
"","108413","Will","Hughes","Crystal Palace","MID","2","102","16","0","0","","","3.1","0","0","4","2","69","2","6","0","0","0","0","0","0","","9","10","1","82","25","15","32","44"
"","191866","Kristoffer","Ajer","Brentford","DEF","2","102","8","0","0.4","","","3.3","0","2","6","5","39","1","5","0","0","0","0","5","35","","13","5","1","75","26","11","11","26"
"","575476","","Murillo","Nottingham Forest","DEF","2","102","13","0","1.9","","","2.8","0","0","8","2","58","2","6","0","0","1","0","4","61","","23","1","0","76","43","28","9","41"
"","98747","Nick","Pope","Newcastle United","GK","3.5","101","0","0","10.5","","","4.8","0","0","0","0","0","0","3","0","0","0","70","8","21","","0","0","0","68","0","0","4","0"
"","152551","Jefferson","Lerma","Crystal Palace","MID","2","101","11","0","0.1","","","3.3","0","1","10","3","51","1","9","0","0","0","0","0","0","","13","4","4","81","43","13","26","48"
"","465351","Matheus","Nunes","Manchester City","MID","3","100","30","0","0.2","","","3.4","0","0","9","6","20","5","0","1","0","0","0","0","0","","35","11","6","81","12","2","44","12"
"","60232","Craig","Dawson","Wolverhampton Wanderers","DEF","2.5","99","13","0","0.3","","","3.5","0","1","5","2","31","1","7","0","0","0","0","7","38","","3","0","4","81","17","42","15","22"
"","165659","Diego","Carlos","Aston Villa","DEF","2.5","99","2","0","0.9","","","2.8","0","1","4","0","33","0","5","0","0","0","0","8","44","","2","1","1","88","14","21","5","37"
"","226956","Mads","Roerslev","Brentford","DEF","2","99","5","0","0","","","2.6","0","1","1","3","51","2","2","0","0","0","0","5","45","","14","30","5","68","20","3","20","12"
"","227127","Yves","Bissouma","Tottenham Hotspur","MID","2.5","99","26","0","0.3","","","3.5","0","0","5","0","78","0","8","2","0","0","0","0","0","","27","0","0","91","37","5","31","35"
"","232892","Calvin","Bassey","Fulham","DEF","2.5","99","12","0","0.1","","","3.1","0","1","3","0","53","0","4","1","0","0","0","6","45","","11","0","2","84","34","14","12","16"
"","209036","Marc","Guéhi","Crystal Palace","DEF","3.5","98","15","0","15.5","","","3.4","0","0","0","1","34","1","2","0","0","0","0","7","34","","8","1","0","84","20","18","32","14"
"","215136","Neco","Williams","Nottingham Forest","DEF","2","98","16","0","0.1","","","3.1","0","0","6","1","74","1","4","0","0","0","0","2","36","","23","14","5","68","24","13","34","24"
"","486385","","Beto","Everton","STR","2","98","1","0","0.1","","","2.6","0","5","15","4","22","2","2","0","1","0","0","0","0","","18","1","13","51","3","0","24","31"
"","106468","Álex","Moreno","Aston Villa","DEF","3","97","7","0","0.5","","","3.3","0","3","5","3","25","0","2","0","0","1","0","6","25","","16","7","3","84","16","4","21","15"
"","200720","Caoimhín","Kelleher","Liverpool","GK","2","97","0","0","0.3","","","3.7","0","0","0","0","0","0","2","0","0","0","82","5","32","","1","0","0","80","0","0","1","0"
"","476344","Jhon","Durán","Aston Villa","STR","2.5","96","0","0","0.3","","","2.7","0","7","23","0","9","2","8","0","0","0","0","0","0","","8","1","5","73","1","0","15","21"
"","103192","Kurt","Zouma","West Ham United","DEF","2.5","95","9","0","1.2","","","2.4","0","3","7","0","28","0","4","0","0","0","0","4","69","","2","0","0","82","36","32","7","27"
"","37096","Lukasz","Fabianski","West Ham United","GK","2.5","94","1","0","0.5","","","4.1","0","0","0","0","1","0","0","0","0","0","78","6","30","","1","0","0","66","1","0","2","0"
"","427623","Chris","Richards","Crystal Palace","DEF","2.5","94","8","0","0.1","","","3.1","0","1","3","1","53","1","3","0","0","0","0","5","44","","1","0","1","78","37","17","7","13"
"","86417","Jeffrey","Schlupp","Crystal Palace","MID","2","93","0","0","0.2","","","2.8","0","2","12","2","43","3","1","0","0","0","0","0","0","","20","2","1","74","8","2","19","27"
"","226944","Boubacar","Kamara","Aston Villa","MID","3","93","16","0","0","","","3.3","0","1","2","1","63","1","7","1","0","0","0","0","0","","17","0","0","88","29","10","40","40"
"","85955","","Jorginho","Arsenal","MID","3","89","8","0","0.4","","","2.5","0","1","1","2","51","2","2","0","0","0","0","0","0","","3","1","0","88","24","3","33","21"
"","210494","Nayef","Aguerd","West Ham United","DEF","2.5","86","8","0","0.1","","","3.1","0","2","6","0","30","1","1","1","0","0","0","5","47","","3","0","0","77","18","29","6","11"
"","204814","Ben","Brereton","Southampton","STR","2","86","1","0","0.3","","","5.4","0","6","20","3","9","1","3","0","0","0","0","0","0","","12","2","11","78","3","3","21","12"
"","144485","Ivan","Toney","Brentford","STR","4","85","2","0","13.2","","","5","0","4","22","3","15","3","5","0","0","0","0","0","0","","10","6","7","52","10","1","29","24"
"","210156","Taiwo","Awoniyi","Nottingham Forest","STR","2.5","85","0","0","0.5","","","3.7","0","6","13","2","9","3","2","0","0","0","0","0","0","","8","0","15","77","1","2","17","12"
"","533463","Dango","Ouattara","Bournemouth","STR","2","85","6","0","0.1","","","2.7","0","1","8","2","51","2","3","0","0","0","0","0","0","","25","8","6","58","22","3","22","15"
"","37642","Jonny","Evans","Manchester United","DEF","2.5","84","13","0","0.2","","","2.8","0","0","1","1","28","1","2","0","0","0","0","5","26","","4","0","0","79","25","20","14","17"
"","223434","Igor","Julio","Brighton and Hove Albion","DEF","2.5","84","12","0","0.1","","","2.5","0","0","1","1","30","0","6","0","0","0","0","5","37","","22","0","0","92","21","14","7","28"
"","547719","Lewis","Miley","Newcastle United","MID","3","84","6","0","0","","","3.2","0","1","3","3","48","4","1","0","0","0","0","0","0","","11","3","2","83","13","7","9","8"
"","201666","Harvey","Barnes","Newcastle United","MID","3.5","83","3","0","1.8","","","3.6","0","5","13","8","6","3","2","0","0","0","0","0","0","","7","3","4","75","5","0","22","6"
"","219924","Issa","Diop","Fulham","DEF","2.5","83","7","0","0.1","","","3.3","0","1","2","0","40","0","3","1","0","0","0","6","33","","1","0","2","85","23","23","5","22"
"","220237","Sven","Botman","Newcastle United","DEF","3.5","83","6","0","0.1","","","3.8","0","2","3","2","23","3","2","0","0","1","0","6","31","","0","0","1","89","9","24","4","10"
"","90585","Willy-Arnaud","Boly","Nottingham Forest","DEF","2","82","2","0","0.5","","","3.9","0","2","6","4","48","1","1","1","0","0","0","3","27","","4","0","1","70","25","21","3","22"
"","503139","Alex","Scott","Bournemouth","MID","2","82","12","0","0.1","","","3","0","2","5","6","34","4","6","0","0","0","0","0","0","","17","14","1","79","18","6","36","26"
"","57328","Nathaniel","Clyne","Crystal Palace","DEF","2.5","81","7","0","0.2","","","3.5","0","0","0","0","28","1","0","0","0","0","0","6","22","","11","2","0","75","13","7","5","6"
"","224995","Luis","Sinisterra","Bournemouth","MID","2.5","80","5","0","0","","","3.5","0","3","13","3","27","3","0","0","0","0","0","0","0","","34","1","6","81","9","1","10","14"
"","247348","Daniel","Muñoz","Crystal Palace","DEF","3","80","2","0","2.4","","","5","0","0","0","5","55","4","4","0","0","0","0","5","22","","13","1","8","76","24","7","8","30"
"","97299","John","Stones","Manchester City","DEF","4.5","79","8","0","7.2","","","3.2","0","1","2","1","6","2","2","0","0","0","0","5","18","","1","1","1","90","13","13","7","5"
"","103914","Charlie","Taylor","Southampton","DEF","1.5","79","6","0","0.1","","","2.6","0","1","1","4","37","1","8","0","0","0","0","4","46","","9","15","2","78","22","12","18","21"
"","82143","Wes","Foderingham","West Ham United","GK","1.5","78","0","0","0","","","2.5","0","0","0","0","5","0","2","0","0","1","134","2","79","","2","0","0","52","0","0","12","1"
"","101982","Sam","Johnstone","Crystal Palace","GK","2.5","78","0","0","0.6","","","3.4","0","0","0","0","1","0","1","0","0","0","50","6","33","","0","0","0","52","1","0","0","1"
"","220394","Tommy","Doyle","Wolverhampton Wanderers","MID","2","78","8","0","0","","","2.4","0","1","4","2","38","0","2","0","0","0","0","0","0","","2","11","0","84","20","10","7","11"
"","184667","Victor","Lindelöf","Manchester United","DEF","2.5","77","4","0","0.4","","","2.8","0","1","5","0","16","1","3","0","0","0","0","6","32","","4","0","3","87","16","17","6","17"
"","215059","Robert","Sánchez","Chelsea","GK","3","77","0","0","0.3","","","3.7","0","0","0","0","0","0","2","0","0","0","58","5","30","","0","0","0","78","0","0","1","1"
"","242880","Benoît","Badiashile","Chelsea","DEF","3.5","77","9","0","0.2","","","3.5","0","1","3","2","26","1","3","0","0","1","0","6","32","","1","0","1","86","19","15","8","18"
"","487838","Lewis","Hall","Newcastle United","DEF","3","75","9","0","1.2","","","3.4","0","2","5","0","31","0","3","0","0","0","0","3","13","","9","4","0","83","16","2","7","7"
"","535301","Carlos","Baleba","Brighton and Hove Albion","MID","2","75","11","0","0","","","2","0","0","5","1","45","0","8","0","0","0","0","0","0","","13","0","0","86","20","9","28","48"
"","114241","Harry","Toffolo","Nottingham Forest","DEF","1.5","74","4","0","0.2","","","2.6","0","1","5","3","34","3","3","0","0","0","0","2","34","","2","21","2","69","18","14","4","20"
"","55494","Joel","Ward","Crystal Palace","DEF","2","73","3","0","0.3","","","2.8","0","0","0","0","45","1","4","0","0","1","0","5","34","","8","3","0","64","14","10","6","22"
"","101148","Jamaal","Lascelles","Newcastle United","DEF","2","73","0","0","0","","","2.8","0","1","2","0","22","0","6","0","0","0","0","6","26","","2","0","1","80","11","17","4","27"
"","132015","Pierre-Emile","Højbjerg","Tottenham Hotspur","MID","2.5","73","10","0","0","","","1.9","0","0","6","3","35","0","4","0","0","1","0","0","0","","13","1","0","88","20","10","17","22"
"","224068","Matt","Turner","Nottingham Forest","GK","2","73","0","0","0.2","","","3.5","0","0","0","0","0","0","1","0","0","0","69","3","31","","0","0","0","64","0","0","3","0"
"","428580","Frank","Onyeka","Brentford","MID","1.5","73","7","0","0","","","2.6","0","1","10","2","42","2","8","0","0","0","0","0","0","","12","5","4","71","24","7","36","27"
"","153366","Harrison","Reed","Fulham","MID","2","70","2","0","0","","","2.1","0","0","2","2","41","2","7","0","0","0","0","0","0","","5","6","2","81","16","10","11","33"
"","88248","Stefan","Ortega","Manchester City","GK","3","70","0","0","1.3","","","3.7","0","0","0","0","0","0","0","0","0","0","47","5","19","","1","0","0","79","0","0","1","0"
"","496221","Adam","Wharton","Crystal Palace","MID","3","69","6","0","1.6","","","4.3","0","0","1","5","48","3","2","0","0","0","0","0","0","","3","8","0","81","20","3","21","18"
"","532529","Jack","Hinshelwood","Brighton and Hove Albion","DEF","2","69","1","0","0.1","","","4.1","0","3","8","1","18","0","1","0","0","0","0","2","4","","0","4","2","83","16","3","5","13"
"","172649","Dean","Henderson","Crystal Palace","GK","2.5","68","0","0","3.1","","","3.4","0","0","0","0","1","0","2","0","0","2","61","5","30","","0","0","0","58","0","0","2","0"
"","80607","Christian","Eriksen","Manchester United","MID","2.5","67","3","0","0.3","","","2.4","0","1","6","5","19","3","1","0","0","0","0","0","0","","4","14","1","81","7","7","3","9"
"","159506","Ola","Aina","Nottingham Forest","DEF","2","67","13","0","0.3","","","3","0","1","1","0","47","1","3","0","0","0","0","2","39","","27","7","2","77","18","3","25","18"
"","167074","Kenny","Tete","Fulham","DEF","2.5","67","12","0","0.1","","","3.5","0","1","1","2","39","0","3","0","0","0","0","3","25","","13","16","0","75","21","5","14","23"
"","212314","Sasa","Lukic","Fulham","MID","1.5","67","6","0","0.1","","","2.4","0","1","4","0","41","0","5","0","0","0","0","0","0","","6","2","0","84","21","7","12","34"
"","235530","Lloyd","Kelly","Newcastle United","DEF","2","67","6","0","0.6","","","2.7","0","1","2","2","25","1","2","0","0","0","0","4","33","","2","7","0","75","15","12","13","18"
"","231057","Jean-Ricner","Bellegarde","Wolverhampton Wanderers","MID","2","66","4","0","0","","","2.5","0","2","5","1","19","2","0","1","0","0","0","0","0","","21","4","2","79","9","2","30","17"
"","232917","Arijanet","Muric","Ipswich Town","GK","2","65","0","0","0","","","4.6","0","0","0","2","1","0","1","0","0","1","72","2","20","","0","0","0","71","0","0","5","0"
"","115556","Ben","Davies","Tottenham Hotspur","DEF","2.5","64","15","0","0.4","","","3.4","0","1","2","0","28","2","2","0","0","0","0","2","22","","5","1","0","89","13","16","20","10"
"","172850","Ben","Chilwell","Chelsea","DEF","3.5","63","4","0","1.4","","","3","0","0","4","3","24","2","6","0","0","0","0","4","15","","10","11","5","78","10","5","18","18"
"","49262","Jason","Steele","Brighton and Hove Albion","GK","2.5","62","0","0","0.2","","","2.7","0","0","0","0","1","0","1","0","0","0","53","4","44","","0","0","0","85","0","0","1","0"
"","82514","Tim","Ream","Fulham","DEF","2","62","17","0","0.1","","","3","0","1","1","0","21","0","2","1","0","0","0","3","34","","7","0","1","87","32","16","6","8"
"","200826","Giovani","Lo Celso","Tottenham Hotspur","MID","2.5","62","7","0","0","","","2.6","0","2","6","1","25","2","2","0","0","0","0","0","0","","9","5","1","91","5","1","28","15"
"","477555","Oscar","Bobb","Manchester City","STR","2","62","5","0","0.9","","","2.6","0","2","4","3","15","3","0","0","0","0","0","0","0","","18","5","3","86","5","0","12","6"
"","440089","Mikkel","Damsgaard","Brentford","MID","2","62","1","0","0.1","","","2.5","0","0","6","5","34","4","3","0","0","0","0","0","0","","9","3","3","61","18","1","11","15"
"","243571","Nathan","Patterson","Everton","DEF","2","61","1","0","0","","","2.3","0","0","0","4","46","2","6","0","0","0","0","3","26","","9","9","1","72","15","6","9","24"
"","109345","Solly","March","Brighton and Hove Albion","MID","3","60","4","0","0","","","6","0","3","7","2","27","1","1","0","0","0","0","0","0","","9","11","8","80","11","0","11","14"
"","232792","Tariq","Lamptey","Brighton and Hove Albion","DEF","2","60","11","0","0.9","","","2.4","0","0","0","1","30","4","5","0","0","0","0","2","28","","10","11","3","87","16","5","24","18"
"","111773","Emil","Krafth","Newcastle United","DEF","1.5","59","5","0","0.3","","","2.8","0","0","1","2","25","0","2","0","0","0","0","4","15","","3","9","0","75","13","6","8","10"
"","202993","Rodrigo","Bentancur","Tottenham Hotspur","MID","3","55","9","0","0.2","","","2.2","0","1","5","0","25","1","7","0","0","0","0","0","0","","15","1","0","84","19","6","18","22"
"","215379","Elliot","Anderson","Nottingham Forest","MID","2","55","4","0","0.2","","","2.1","0","0","5","2","28","2","3","0","0","0","0","0","0","","23","3","1","75","10","5","20","24"
"","180736","Trevoh","Chalobah","Chelsea","DEF","3","54","6","0","0.3","","","3.2","0","1","2","0","17","0","2","0","0","0","0","3","20","","1","0","0","85","12","13","3","5"
"","440323","Armando","Broja","Chelsea","STR","2","54","0","0","0.1","","","2","0","2","4","1","5","3","0","0","0","0","0","0","0","","17","1","10","77","0","1","12","12"
"","165153","Timo","Werner","Tottenham Hotspur","STR","3","54","0","0","0.1","","","3.9","0","2","7","4","7","4","1","0","0","0","0","0","0","","13","7","12","79","3","0","6","4"
"","84939","Danny","Ings","West Ham United","STR","2.5","53","1","0","0.2","","","1.8","0","1","6","1","7","2","1","0","0","0","0","0","0","","13","0","3","66","3","2","10","6"
"","244850","Morgan","Rogers","Aston Villa","MID","2.5","53","3","0","2.8","","","3.3","0","3","6","1","15","1","5","0","0","0","0","0","0","","24","1","0","79","4","0","12","17"
"","200641","Reiss","Nelson","Arsenal","MID","2","51","8","0","0.1","","","2.2","0","1","2","1","17","2","1","0","0","0","0","0","0","","12","11","1","88","5","1","14","8"
"","490721","Hugo","Bueno","Wolverhampton Wanderers","DEF","1.5","51","3","0","0.2","","","2","0","1","1","2","24","0","1","0","0","1","0","2","20","","12","12","1","81","8","5","8","7"
"","51927","Ben","Mee","Brentford","DEF","2.5","51","2","0","0.3","","","2.8","0","2","2","0","26","1","1","1","0","0","0","2","31","","4","3","1","72","15","14","4","10"
"","168636","Enes","Ünal","Bournemouth","STR","2.5","50","0","0","0.1","","","2.9","0","2","12","2","6","4","2","0","0","0","0","0","0","","2","0","7","71","1","2","10","11"
"","106760","Luke","Shaw","Manchester United","DEF","4","49","5","0","7.5","","","3.3","0","0","1","1","18","3","7","0","0","0","0","4","18","","7","11","0","83","10","12","4","21"
"","184341","Mason","Mount","Manchester United","MID","3","49","3","0","0.6","","","2.5","0","1","3","1","29","1","2","0","0","0","0","0","0","","5","6","0","88","7","1","10","16"
"","232653","Jacob","Ramsey","Aston Villa","MID","3","49","1","0","0.3","","","2.3","0","1","5","1","22","2","2","0","0","0","0","0","0","","10","2","1","81","3","3","18","11"
"","476502","Boubacar","Traoré","Wolverhampton Wanderers","MID","1.5","48","0","0","0.1","","","1.8","0","0","2","0","42","0","5","0","0","0","0","0","0","","12","3","1","80","7","3","6","28"
"","222018","Ben","Johnson","Ipswich Town","DEF","2","46","5","0","0","","","2.1","0","0","2","0","17","1","1","0","0","0","0","3","23","","17","1","1","70","6","3","8","5"
"","59949","Séamus","Coleman","Everton","DEF","2","45","1","0","0.4","","","3.5","0","0","0","1","17","0","0","0","0","1","0","5","10","","6","2","1","59","10","4","5","6"
"","213198","Christopher","Nkunku","Chelsea","STR","4","45","0","0","3.8","","","3.2","0","3","11","1","5","0","0","0","0","0","0","0","0","","2","0","4","88","3","2","7","8"
"","438464","Cheick","Doucouré","Crystal Palace","MID","2","45","7","0","0.1","","","3.8","0","0","2","1","36","0","2","0","0","0","0","0","0","","10","0","0","86","21","2","1","11"
"","159533","Adama","Traoré","Fulham","MID","2.5","44","0","0","0.1","","","2.4","0","2","7","2","4","3","2","0","0","0","0","0","0","","10","6","0","70","1","0","4","5"
"","15157","James","Milner","Brighton and Hove Albion","MID","2","43","3","0","0","","","2.2","0","0","2","2","24","2","3","0","0","0","0","0","0","","3","8","4","84","8","0","7","12"
"","200089","Joe","Willock","Newcastle United","MID","2.5","43","1","0","0","","","3.1","0","2","7","0","17","0","1","0","0","0","0","0","0","","7","2","3","83","3","1","6","5"
"","514280","Alfie","Gilchrist","Chelsea","DEF","2","43","4","0","0.1","","","2.5","0","1","1","0","7","0","1","0","0","0","0","3","10","","2","0","0","64","7","4","0","4"
"","232980","Max","Aarons","Bournemouth","DEF","2","41","8","0","0.3","","","1.9","0","0","0","1","28","1","2","0","0","0","0","2","37","","12","3","2","80","8","5","30","12"
"","210462","Ibrahim","Sangaré","Nottingham Forest","MID","2","40","2","0","0","","","2.4","0","0","0","0","42","0","6","0","0","0","0","0","0","","6","0","2","81","16","7","9","22"
"","245824","Carlos","Vinícius","Fulham","STR","2","40","0","0","0.2","","","2.5","0","3","7","1","3","0","2","0","0","0","0","0","0","","2","0","6","78","0","0","2","7"
"","48760","","Zanka","Brentford","DEF","1.5","40","0","0","0.2","","","2.2","0","1","2","2","22","0","4","0","0","0","0","2","29","","3","1","3","77","13","5","7","12"
"","85633","Matz","Sels","Nottingham Forest","GK","2","39","0","0","0.8","","","2.4","0","0","0","0","0","0","1","0","0","0","38","1","27","","0","0","0","66","0","0","3","0"
